Distance,ObjTemp,AmbTemp
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.61
0,77.88,79.61
0,77.88,79.61
0,77.88,79.61
0,77.88,79.61
0,77.88,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.61
0,77.85,79.61
0,77.85,79.61
0,77.85,79.68
0,77.85,79.68
0,77.85,79.68
0,77.85,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.65
0,77.88,79.65
0,77.88,79.65
0,77.74,79.65
0,77.74,79.65
0,77.74,79.65
0,77.74,79.61
0,77.74,79.61
0,77.74,79.61
0,77.74,79.61
0,77.74,79.61
0,77.74,79.61
0,77.74,79.75
0,77.74,79.75
0,77.74,79.75
0,77.74,79.75
0,77.95,79.75
0,77.95,79.75
0,77.95,79.68
0,77.95,79.68
0,77.95,79.68
0,77.95,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.65
0,77.88,79.65
0,77.88,79.65
0,77.88,79.65
0,77.77,79.65
0,77.77,79.65
0,77.77,79.65
0,77.77,79.68
0,77.77,79.68
0,77.77,79.68
0,77.77,79.68
0,77.77,79.68
0,77.77,79.68
0,77.77,79.65
0,77.77,79.65
0,77.77,79.65
0,77.85,79.65
0,77.85,79.65
0,77.85,79.65
0,77.85,79.65
0,77.85,79.65
0,77.85,79.65
0,77.85,79.65
0,77.67,79.65
0,77.67,79.65
0,77.67,79.61
0,77.67,79.61
0,77.67,79.61
0,77.67,79.61
0,77.85,79.61
0,77.85,79.61
0,77.85,79.68
0,77.85,79.68
0,77.85,79.68
0,77.85,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.88,79.68
0,77.85,79.68
0,77.85,79.68
0,77.85,79.68
0,77.85,79.61
0,77.85,79.61
0,77.85,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.61
0,77.77,79.68
0,77.77,79.68
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.75
1,80.22,79.75
1,80.22,79.75
1,80.22,79.75
1,80.22,79.75
1,80.22,79.75
1,80.22,79.75
1,79.97,79.75
1,79.97,79.75
1,79.97,79.75
1,79.97,79.65
1,79.97,79.65
1,79.97,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.61
1,80.08,79.61
1,80.08,79.61
1,80.08,79.61
1,80.19,79.61
1,80.19,79.61
1,80.19,79.65
1,80.19,79.65
1,80.19,79.65
1,80.19,79.65
1,79.86,79.65
1,79.86,79.65
1,79.86,79.65
1,79.86,79.65
1,79.86,79.65
1,79.86,79.65
1,79.97,79.65
1,79.97,79.65
1,79.97,79.75
1,79.97,79.75
1,79.97,79.75
1,79.97,79.75
1,80.08,79.75
1,80.08,79.75
1,80.08,79.75
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.01,79.65
1,80.01,79.65
1,80.01,79.65
1,80.01,79.61
1,80.01,79.61
1,80.01,79.61
1,79.97,79.61
1,79.97,79.61
1,79.97,79.61
1,79.97,79.65
1,79.97,79.65
1,79.97,79.65
1,79.97,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.11,79.65
1,80.11,79.65
1,80.11,79.75
1,80.11,79.75
1,80.11,79.75
1,80.11,79.75
1,80.19,79.75
1,80.19,79.75
1,80.19,79.68
1,80.19,79.68
1,80.19,79.68
1,80.19,79.68
1,80.08,79.68
1,80.08,79.68
1,80.08,79.68
1,80.08,79.65
1,80.08,79.65
1,80.08,79.65
1,80.01,79.65
1,80.01,79.65
1,80.01,79.65
1,80.01,79.61
1,80.01,79.61
1,80.01,79.61
1,80.08,79.61
1,80.08,79.61
1,80.08,79.61
1,80.08,79.68
2,79.57,79.68
2,79.57,79.68
2,79.65,79.68
2,79.65,79.68
2,79.65,79.68
2,79.65,79.68
2,79.65,79.68
2,79.65,79.75
2,79.65,79.75
2,79.65,79.75
2,79.65,79.75
2,79.65,79.75
2,79.65,79.75
2,79.65,79.75
2,79.65,79.68
2,79.65,79.68
2,79.65,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.54,79.68
2,79.54,79.68
2,79.54,79.68
2,79.54,79.83
2,79.54,79.83
2,79.54,79.83
2,79.54,79.83
2,79.68,79.83
2,79.68,79.83
2,79.68,79.68
2,79.68,79.68
2,79.68,79.68
2,79.68,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.57,79.68
2,79.47,79.68
2,79.47,79.68
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.61
2,79.47,79.65
2,79.47,79.65
2,79.47,79.65
2,79.47,79.65
2,79.47,79.65
2,79.47,79.65
2,79.47,79.79
2,79.47,79.79
2,79.47,79.79
2,79.47,79.79
2,79.43,79.79
2,79.43,79.79
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.43,79.75
2,79.57,79.75
2,79.57,79.75
2,79.57,79.65
2,79.57,79.65
2,79.57,79.65
2,79.57,79.65
2,79.32,79.65
2,79.32,79.65
2,79.32,79.65
2,79.32,79.68
2,79.32,79.68
2,79.32,79.68
2,79.32,79.68
2,79.32,79.68
2,79.32,79.68
2,79.32,79.75
2,79.32,79.75
2,79.32,79.75
2,79.32,79.75
2,79.65,79.75
2,79.65,79.75
3,79.18,79.75
3,79.18,79.75
3,79.18,79.75
3,79.18,79.75
3,79.18,79.75
3,79.18,79.75
3,79.18,79.75
3,78.89,79.75
3,78.89,79.75
3,78.89,79.68
3,78.89,79.68
3,78.89,79.68
3,78.89,79.68
3,78.78,79.68
3,78.78,79.68
3,78.78,79.68
3,78.78,79.57
3,78.78,79.57
3,78.78,79.57
3,78.89,79.57
3,78.89,79.57
3,78.89,79.57
3,78.89,79.75
3,78.89,79.75
3,78.89,79.75
3,78.89,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.61
3,79.07,79.61
3,79.07,79.61
3,79.07,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.61
3,78.96,79.68
3,78.96,79.68
3,78.96,79.68
3,78.96,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.00,79.68
3,79.00,79.68
3,79.00,79.68
3,79.00,79.68
3,79.00,79.68
3,79.00,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.65
3,79.07,79.65
3,79.07,79.65
3,79.07,79.65
3,78.96,79.65
3,78.96,79.65
3,78.96,79.68
3,78.96,79.68
3,78.96,79.68
3,78.96,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.18,79.68
3,79.07,79.68
3,79.07,79.68
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
3,79.07,79.75
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.53,79.65
4,78.31,79.65
4,78.31,79.65
4,78.31,79.75
4,78.31,79.75
4,78.31,79.75
4,78.31,79.75
4,78.64,79.75
4,78.64,79.75
4,78.64,79.75
4,78.64,79.75
4,78.64,79.75
4,78.64,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.57,79.75
4,78.57,79.75
4,78.57,79.75
4,78.57,79.83
4,78.57,79.83
4,78.57,79.83
4,78.57,79.83
4,78.75,79.83
4,78.75,79.83
4,78.75,79.68
4,78.75,79.68
4,78.75,79.68
4,78.75,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.42,79.68
4,78.42,79.68
4,78.42,79.65
4,78.42,79.65
4,78.42,79.65
4,78.42,79.65
4,78.67,79.65
4,78.67,79.65
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.65
4,78.75,79.65
4,78.75,79.65
4,78.57,79.65
4,78.57,79.65
4,78.57,79.65
4,78.57,79.75
4,78.57,79.75
4,78.57,79.75
4,78.57,79.75
4,78.67,79.75
4,78.67,79.75
4,78.67,79.68
4,78.67,79.68
4,78.67,79.68
4,78.67,79.68
4,78.57,79.68
4,78.57,79.68
4,78.57,79.75
4,78.57,79.75
4,78.57,79.75
4,78.57,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.75
4,78.75,79.75
4,78.78,79.75
4,78.78,79.75
4,78.78,79.68
4,78.78,79.68
4,78.78,79.68
4,78.78,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
4,78.53,79.68
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.53,79.83
5,78.53,79.83
5,78.53,79.83
5,78.53,79.83
5,78.53,79.83
5,78.53,79.83
5,78.46,79.83
5,78.46,79.83
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.46,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.79
5,78.42,79.79
5,78.42,79.79
5,78.42,79.79
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.42,79.83
5,78.35,79.83
5,78.35,79.83
5,78.35,79.65
5,78.35,79.65
5,78.35,79.65
5,78.35,79.65
5,78.21,79.65
5,78.21,79.65
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.31,79.68
5,78.31,79.68
5,78.31,79.79
5,78.31,79.79
5,78.31,79.79
5,78.31,79.79
5,78.42,79.79
5,78.42,79.79
5,78.42,79.79
5,78.42,79.68
5,78.42,79.68
5,78.42,79.68
5,78.42,79.68
5,78.42,79.68
5,78.42,79.68
5,78.42,79.79
5,78.42,79.79
5,78.42,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.79
5,78.53,79.75
5,78.53,79.75
5,78.53,79.75
5,78.53,79.75
5,78.31,79.75
5,78.31,79.75
5,78.31,79.68
5,78.31,79.68
5,78.31,79.68
5,78.31,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.21,79.68
5,78.13,79.68
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.13,79.83
6,78.31,79.83
6,78.31,79.83
6,78.31,79.79
6,78.31,79.79
6,78.31,79.79
6,78.31,79.79
6,78.35,79.79
6,78.35,79.79
6,78.35,79.65
6,78.35,79.65
6,78.35,79.65
6,78.35,79.65
6,78.06,79.65
6,78.06,79.65
6,78.06,79.75
6,78.06,79.75
6,78.06,79.75
6,78.06,79.75
6,78.24,79.75
6,78.24,79.75
6,78.24,79.75
6,78.24,79.75
6,78.24,79.75
6,78.24,79.75
6,78.10,79.75
6,78.10,79.75
6,78.10,79.75
6,78.10,79.75
6,78.10,79.75
6,78.10,79.75
6,78.10,79.75
6,78.24,79.75
6,78.24,79.75
6,78.24,79.83
6,78.24,79.83
6,78.24,79.83
6,78.24,79.83
6,78.57,79.83
6,78.57,79.83
6,78.57,79.75
6,78.57,79.75
6,78.57,79.75
6,78.57,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.75
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.21,79.79
6,78.13,79.79
6,78.13,79.79
6,78.13,79.79
6,78.13,79.79
6,78.13,79.79
6,78.13,79.79
6,78.13,79.79
6,78.24,79.79
6,78.24,79.79
6,78.24,79.68
6,78.24,79.68
6,78.24,79.68
6,78.24,79.68
6,78.13,79.68
6,78.13,79.68
6,78.13,79.68
6,78.13,79.68
6,78.13,79.68
6,78.13,79.68
6,78.21,79.68
6,78.21,79.68
6,78.21,79.65
6,78.21,79.65
6,78.21,79.65
6,78.21,79.65
6,78.06,79.65
6,78.06,79.65
6,78.06,79.79
6,78.06,79.79
6,78.06,79.79
6,78.06,79.79
